table_name,ordinal_position,column_name,role_name,table_select,table_insert,table_update,table_delete,column_select,column_insert,column_update,has_column_acl
service_request,5,address_id,authenticated,true,true,false,true,true,true,false,false
service_request,5,address_id,service_role,true,true,true,true,true,true,true,false
service_request,6,related_order_id,anon,false,false,false,false,false,false,false,false
service_request,6,related_order_id,authenticated,true,true,false,true,true,true,false,false
service_request,6,related_order_id,service_role,true,true,true,true,true,true,true,false
service_request,7,scheduled_date,anon,false,false,false,false,false,false,false,true
service_request,7,scheduled_date,authenticated,true,true,false,true,true,true,true,true
service_request,7,scheduled_date,service_role,true,true,true,true,true,true,true,true
service_request,8,scheduled_time,anon,false,false,false,false,false,false,false,true
service_request,8,scheduled_time,authenticated,true,true,false,true,true,true,true,true
service_request,8,scheduled_time,service_role,true,true,true,true,true,true,true,true
service_request,9,details,anon,false,false,false,false,false,false,false,true
service_request,9,details,authenticated,true,true,false,true,true,true,true,true
service_request,9,details,service_role,true,true,true,true,true,true,true,true
service_request,10,price,anon,false,false,false,false,false,false,false,false
service_request,10,price,authenticated,true,true,false,true,true,true,false,false
service_request,10,price,service_role,true,true,true,true,true,true,true,false
service_request,11,lifecycle_state,anon,false,false,false,false,false,false,false,true
service_request,11,lifecycle_state,authenticated,true,true,false,true,true,true,true,true
service_request,11,lifecycle_state,service_role,true,true,true,true,true,true,true,true
service_request,12,accepted_at,anon,false,false,false,false,false,false,false,false
service_request,12,accepted_at,authenticated,true,true,false,true,true,true,false,false
service_request,12,accepted_at,service_role,true,true,true,true,true,true,true,false
service_request,13,completed_at,anon,false,false,false,false,false,false,false,true
service_request,13,completed_at,authenticated,true,true,false,true,true,true,true,true
service_request,13,completed_at,service_role,true,true,true,true,true,true,true,true
service_request,14,created_at,anon,false,false,false,false,false,false,false,false
service_request,14,created_at,authenticated,true,true,false,true,true,true,false,false
service_request,14,created_at,service_role,true,true,true,true,true,true,true,false
