table_name,policy_name,policy_mode,policy_roles,operation_name,effective_using_expression,effective_with_check_expression,required_predicates_present,using_is_literal_true,with_check_is_literal_true,possible_tautology,possible_owner_only_insert_check,possible_state_transition_bypass,policy_layer_approval_manipulation_risk,possible_cross_principal_read,possible_cross_principal_write,unexpected_policy_role,policy_assigned_to_public,unexpected_admin_branch,overlapping_permissive_policy_count,overlapping_permissive_policy_review_required
product_enrichment_assignment,phase32b_enrichment_update_guard,RESTRICTIVE,{authenticated},UPDATE,"(current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_enrichment_assignment.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id())))))","(current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_enrichment_assignment.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id())))))",true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_enrichment_assignment,product_enrichment_assignment_select,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_enrichment_assignment.product_id) AND ((p.lifecycle_state = 'published'::product_state) OR (p.marketplace_party_id = current_marketplace_party_id())))))",null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
product_enrichment_assignment,product_enrichment_assignment_write_own,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_enrichment_assignment.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
product_enrichment_assignment,product_enrichment_assignment_write_own,PERMISSIVE,{authenticated},INSERT,null,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_enrichment_assignment.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",true,false,false,false,true,false,false,false,false,false,false,false,1,false
product_enrichment_assignment,product_enrichment_assignment_write_own,PERMISSIVE,{authenticated},UPDATE,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_enrichment_assignment.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))","(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_enrichment_assignment.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_enrichment_assignment,product_enrichment_assignment_write_own,PERMISSIVE,{authenticated},DELETE,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_enrichment_assignment.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",null,true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_enrichment_attribute,product_enrichment_attribute_select,PERMISSIVE,"{anon,authenticated}",SELECT,true,null,true,true,false,false,false,false,false,false,false,false,false,false,1,false
product_image,phase32b_product_image_anon_read,PERMISSIVE,{anon},SELECT,"(EXISTS ( SELECT 1
   FROM product visible_product
  WHERE (visible_product.id = product_image.product_id)))",null,true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_image,phase32b_product_image_anon_read_guard,RESTRICTIVE,{anon},SELECT,"(EXISTS ( SELECT 1
   FROM product visible_product
  WHERE (visible_product.id = product_image.product_id)))",null,true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_image,phase32b_product_image_authenticated_read_guard,RESTRICTIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM product visible_product
  WHERE (visible_product.id = product_image.product_id)))",null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
product_image,phase32b_product_image_delete_guard,RESTRICTIVE,{authenticated},DELETE,"(current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_image.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id())))))",null,true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_image,phase32b_product_image_insert_guard,RESTRICTIVE,{authenticated},INSERT,null,"(current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_image.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id())))))",true,false,false,false,true,false,false,false,false,false,false,false,1,false
product_image,phase32b_product_image_owner_read,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_image.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id()))))",null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
product_image,phase32b_product_image_update_guard,RESTRICTIVE,{authenticated},UPDATE,"(current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_image.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id())))))","(current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM product parent_product
  WHERE ((parent_product.id = product_image.product_id) AND (parent_product.marketplace_party_id = current_marketplace_party_id())))))",true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_image,product_image_select,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_image.product_id) AND ((p.lifecycle_state = 'published'::product_state) OR (p.marketplace_party_id = current_marketplace_party_id())))))",null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
product_image,product_image_write_own,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_image.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
product_image,product_image_write_own,PERMISSIVE,{authenticated},INSERT,null,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_image.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",true,false,false,false,true,false,false,false,false,false,false,false,1,false
product_image,product_image_write_own,PERMISSIVE,{authenticated},UPDATE,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_image.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))","(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_image.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",true,false,false,false,false,false,false,false,false,false,false,false,1,false
product_image,product_image_write_own,PERMISSIVE,{authenticated},DELETE,"(EXISTS ( SELECT 1
   FROM product p
  WHERE ((p.id = product_image.product_id) AND (p.marketplace_party_id = current_marketplace_party_id()))))",null,true,false,false,false,false,false,false,false,false,false,false,false,1,false
purchase_order,purchase_order_select_admin,PERMISSIVE,{authenticated},SELECT,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
purchase_order,purchase_order_select_engaged,PERMISSIVE,{authenticated},SELECT,((customer_profile_id = current_customer_profile_id()) OR (marketplace_party_id = current_marketplace_party_id())),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
purchase_order,purchase_order_update_party,PERMISSIVE,{authenticated},UPDATE,(marketplace_party_id = current_marketplace_party_id()),(marketplace_party_id = current_marketplace_party_id()),true,false,false,false,false,false,false,false,false,false,false,false,1,false
refund,refund_select_admin,PERMISSIVE,{authenticated},SELECT,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
refund,refund_select_customer,PERMISSIVE,{authenticated},SELECT,"(EXISTS ( SELECT 1
   FROM purchase_order po
  WHERE ((po.id = refund.order_id) AND (po.customer_profile_id = current_customer_profile_id()))))",null,true,false,false,false,false,false,false,true,false,false,false,false,2,true
review,review_select_admin,PERMISSIVE,{authenticated},SELECT,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
review,review_select_public,PERMISSIVE,"{anon,authenticated}",SELECT,true,null,true,true,false,false,false,false,false,false,false,false,false,false,3,true
review,review_write_own,PERMISSIVE,{authenticated},SELECT,(customer_profile_id = current_customer_profile_id()),null,true,false,false,false,false,false,false,false,false,false,false,false,3,true
review,review_write_own,PERMISSIVE,{authenticated},INSERT,null,(customer_profile_id = current_customer_profile_id()),true,false,false,false,false,false,false,false,true,false,false,false,1,false
review,review_write_own,PERMISSIVE,{authenticated},UPDATE,(customer_profile_id = current_customer_profile_id()),(customer_profile_id = current_customer_profile_id()),true,false,false,false,false,false,false,false,true,false,false,false,1,false
review,review_write_own,PERMISSIVE,{authenticated},DELETE,(customer_profile_id = current_customer_profile_id()),null,true,false,false,false,false,false,false,false,true,false,false,false,1,false
saved_space,saved_space_all_own,PERMISSIVE,{authenticated},SELECT,(customer_profile_id = current_customer_profile_id()),null,true,false,false,false,false,false,false,true,false,false,false,false,1,false
saved_space,saved_space_all_own,PERMISSIVE,{authenticated},INSERT,null,(customer_profile_id = current_customer_profile_id()),true,false,false,false,false,false,false,false,true,false,false,false,1,false
saved_space,saved_space_all_own,PERMISSIVE,{authenticated},UPDATE,(customer_profile_id = current_customer_profile_id()),(customer_profile_id = current_customer_profile_id()),true,false,false,false,false,false,false,false,true,false,false,false,1,false
saved_space,saved_space_all_own,PERMISSIVE,{authenticated},DELETE,(customer_profile_id = current_customer_profile_id()),null,true,false,false,false,false,false,false,false,true,false,false,false,1,false
service_request,service_request_insert_own,PERMISSIVE,{authenticated},INSERT,null,(customer_profile_id = current_customer_profile_id()),true,false,false,false,false,false,false,false,true,false,false,false,1,false
service_request,service_request_select,PERMISSIVE,{authenticated},SELECT,"((customer_profile_id = current_customer_profile_id()) OR (marketplace_party_id = current_marketplace_party_id()) OR ((lifecycle_state = 'pending'::service_request_state) AND current_party_is_approved() AND (EXISTS ( SELECT 1
   FROM party_capability pc
  WHERE ((pc.marketplace_party_id = current_marketplace_party_id()) AND (pc.service_type_id = service_request.service_type_id))))))",null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
service_request,service_request_select_admin,PERMISSIVE,{authenticated},SELECT,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
service_request,service_request_update_engaged,PERMISSIVE,{authenticated},UPDATE,((customer_profile_id = current_customer_profile_id()) OR (marketplace_party_id = current_marketplace_party_id())),((customer_profile_id = current_customer_profile_id()) OR (marketplace_party_id = current_marketplace_party_id())),true,false,false,false,false,false,false,false,false,false,false,false,1,false
service_type,service_type_select_public,PERMISSIVE,"{anon,authenticated}",SELECT,true,null,true,true,false,false,false,false,false,false,false,false,false,false,2,true
service_type,service_type_write_admin,PERMISSIVE,{authenticated},SELECT,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
service_type,service_type_write_admin,PERMISSIVE,{authenticated},INSERT,null,is_admin(),true,false,false,false,false,false,false,false,false,false,false,false,1,false
service_type,service_type_write_admin,PERMISSIVE,{authenticated},UPDATE,is_admin(),is_admin(),true,false,false,false,false,false,false,false,false,false,false,false,1,false
service_type,service_type_write_admin,PERMISSIVE,{authenticated},DELETE,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,1,false
settlement,settlement_select_admin,PERMISSIVE,{authenticated},SELECT,is_admin(),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
settlement,settlement_select_own,PERMISSIVE,{authenticated},SELECT,(marketplace_party_id = current_marketplace_party_id()),null,true,false,false,false,false,false,false,false,false,false,false,false,2,true
