published_products,short_names,missing_descriptions,short_descriptions,names_with_units,descriptions_with_units,names_with_arabic,descriptions_with_arabic,median_name_length,median_description_length,duplicate_name_groups
4,0,0,4,0,0,4,0,35.5,31,0
